"","name","category","main_category","currency","deadline","goal","launched","pledged","backers","country","usd.pledged","usd_pledged_real","usd_goal_real","class"
"327090","FA3 - Homecoming","Shorts","Film & Video","USD","2014-05-26",450,"2014-05-09 13:32:59",636,5,"US",636,636,450,"successful"
"101380","The Atlanta Way: A Documentary on Gentrification","Documentary","Film & Video","USD","2014-05-19",15000,"2014-04-17 06:01:17",15025.5,238,"US",15025.5,15025.5,15000,"successful"
"255168","To Get Her","Narrative Film","Film & Video","USD","2010-09-09",7000,"2010-07-24 09:40:41",470,11,"US",470,470,7000,"failed"
"236424","Fund ""Lonely Planet""","Theater","Theater","USD","2011-08-22",400,"2011-06-10 00:41:48",525,9,"US",525,525,400,"successful"
"201552","AirBnB Overnight Artist Residency In NYC","Printing","Crafts","USD","2015-06-14",250,"2015-05-15 21:43:50",403,35,"US",403,403,250,"successful"
"345799","Any Elsewhere","Shorts","Film & Video","USD","2015-10-12",10000,"2015-09-20 01:27:09",10149.2,63,"US",10149.2,10149.2,10000,"successful"
"243110","Lew & Huey Watches - the Spectre","Product Design","Design","USD","2014-04-14",10000,"2014-02-13 04:18:06",24551,81,"US",24551,24551,10000,"successful"
"175647","Universal Online Dating Profile","Apps","Technology","USD","2017-09-22",60000,"2017-08-23 21:49:41",1,1,"US",0,1,60000,"failed"
"302171","Pittsburgh by Pittsburgh Artists! Art Book","Mixed Media","Art","USD","2011-12-18",5000,"2011-11-03 15:39:31",409,14,"US",409,409,5000,"failed"
"53321","Cassie Lynne's New EP and Music Video","Pop","Music","USD","2014-02-16",8500,"2014-01-17 17:54:22",8638,127,"US",8638,8638,8500,"successful"
"193467","Richo! Surfing's ultimate underground story","Nonfiction","Publishing","AUD","2017-12-31",20000,"2017-12-01 23:54:11",10629,152,"AU",0,8334.51,15682.58,"failed"
"302898","Discovering Aberration - A Steampunk Adventure","Fiction","Publishing","USD","2013-08-07",3700,"2013-07-08 01:00:03",3783,81,"US",3783,3783,3700,"successful"
"204220","SOCIAL MEDIA CHILD & ADULT AWARENESS APP AND ONLINE COURSE","Technology","Technology","GBP","2017-02-06",10000,"2017-01-07 01:49:21",0,0,"GB",0,0,12462.15,"failed"
"77095","Construction Language Academy","Translations","Publishing","USD","2014-10-12",5000,"2014-09-12 01:24:52",2,2,"US",2,2,5000,"failed"
"344979","The Next Music Generation TNMG","Music Videos","Film & Video","CAD","2015-07-25",25000,"2015-05-26 23:07:53",0,0,"CA",0,0,19160.02,"failed"
"101928","Beyomene | Handcrafted Genuine Leather Luxury Belts","Accessories","Fashion","EUR","2017-04-15",6500,"2017-03-16 11:27:24",2431,41,"ES",886.39,2600.7,6953.73,"failed"
"284444","KMIX Community Radio","Music","Music","USD","2011-06-03",7500,"2011-05-04 20:36:22",525,12,"US",525,525,7500,"failed"
"74443","Parallel Play // 2nd annual show at T-Lot","Art","Art","USD","2011-10-04",1500,"2011-09-04 22:29:24",2145,50,"US",2145,2145,1500,"successful"
"103162","Help E.D.E. send TRIPD to the Montreal Fringe","Performances","Dance","CAD","2015-05-25",4000,"2015-05-01 22:21:03",4026,35,"CA",3347.08,3235.55,3214.66,"successful"
"15494","The Sock Lab: Ultimate Everyday Socks","Fashion","Fashion","GBP","2017-10-19",4000,"2017-09-04 08:46:05",5906.69,194,"GB",2584.76,7788.77,5274.54,"successful"
"82913","The Path of a Hero","Tabletop Games","Games","USD","2014-07-07",72000,"2014-06-07 19:02:28",472,11,"US",472,472,72000,"failed"
"375769","Your 9/11 Story","Nonfiction","Publishing","USD","2014-09-20",1500,"2014-09-04 16:31:33",0,0,"US",0,0,1500,"failed"
"111055","Writing The Big One","Shorts","Film & Video","USD","2012-05-27",2100,"2012-05-08 23:40:52",2110,9,"US",2110,2110,2100,"successful"
"98694","Ultrasonic Levitation Machine - Learn the science of gravity","Technology","Technology","USD","2014-10-10",10000,"2014-08-11 18:02:27",39607,351,"US",39607,39607,10000,"successful"
"256930","TableSwipes","Software","Technology","USD","2015-01-06",10000,"2014-11-22 17:52:28",10080,47,"US",10080,10080,10000,"successful"
"54830","A DIVORCE BEFORE MARRIAGE - A Film About I Like Trains","Documentary","Film & Video","GBP","2014-10-14",16000,"2014-09-01 12:31:51",28591.06,561,"GB",47456.8,46087.11,25791.06,"successful"
"116821","PMG Strap, Quick, Secure, Adaptable Camera Shoulder Strap","Camera Equipment","Technology","USD","2017-01-12",20000,"2016-11-18 18:21:31",3014,44,"US",872,3014,20000,"failed"
"167786","The Louderstein™","Product Design","Design","USD","2014-03-12",25000,"2014-02-07 22:06:40",1100,33,"US",1100,1100,25000,"failed"
"59080","Help Angelica Smith Make her first EP!","Country & Folk","Music","USD","2014-03-31",5000,"2014-02-07 20:40:16",970,20,"US",970,970,5000,"failed"
"273541","Puppets and Prostitutes, Late Nite Theater Adventure","Experimental","Theater","USD","2017-08-17",3200,"2017-07-27 00:48:07",3205,27,"US",325,3205,3200,"successful"
"202734","Legends to Life Project","Apps","Technology","USD","2014-07-14",30000,"2014-06-14 00:25:56",105,5,"US",105,105,30000,"failed"
"212300","Kent Walker Artisan Cheese Tasting Room","Spaces","Food","USD","2015-03-11",10000,"2015-02-09 20:54:37",13198,168,"US",13198,13198,10000,"successful"
"183023","Story 2","Fiction","Publishing","USD","2015-07-22",30,"2015-07-20 23:45:35",6,2,"US",6,6,30,"failed"
"77473","Transylvania: Photo Book of Europe's Last Peasants","Photography","Photography","USD","2011-04-04",3500,"2011-03-04 19:05:00",3903,59,"US",3903,3903,3500,"successful"
"186206","Newsome Awards","Performance Art","Art","USD","2012-01-31",10000,"2012-01-01 00:17:37",0,0,"US",0,0,10000,"failed"
"107933","Sound Haven a place for Music, Learning, Gathering and Fun.","Theater","Theater","USD","2014-05-09",10000,"2014-04-09 05:54:29",3125,14,"US",3125,3125,10000,"failed"
"239283","12 Clovers","Fiction","Publishing","USD","2015-08-15",3000,"2015-07-10 16:27:03",0,0,"US",0,0,3000,"failed"
"221786","Launch Lancaster Community Gardens in Lancaster, PA","Food","Food","USD","2012-06-24",3000,"2012-06-18 23:02:04",3330,76,"US",3330,3330,3000,"successful"
"71761","Letting Go","Science Fiction","Film & Video","USD","2015-05-03",300,"2015-04-22 16:57:53",536,19,"US",536,536,300,"successful"
"300071","The World Premiere of ""Perennial""","Theater","Theater","USD","2013-04-30",10000,"2013-04-05 18:48:50",11141,162,"US",11141,11141,10000,"successful"
"254133","condution adapt pack C.A.P","Product Design","Design","USD","2014-11-05",75000,"2014-09-06 02:46:10",0,0,"US",0,0,75000,"failed"
"74398","Cafe Las Nubes","Farms","Food","USD","2016-03-20",25000,"2016-02-19 17:42:26",31,3,"US",31,31,25000,"failed"
"191257","STRUNG DEBUT ALBUM","World Music","Music","EUR","2016-07-31",5000,"2016-06-08 17:17:28",5222,105,"IE",2154.85,5825.65,5577.99,"successful"
"69086","Ghost Hunter","Tabletop Games","Games","GBP","2014-12-01",450,"2014-10-31 12:48:03",1120,77,"GB",1790.14,1756.81,705.86,"successful"
"173627","Lavabit's Dark Mail Initiative","Software","Technology","USD","2013-11-28",196608,"2013-11-04 21:19:46",212513.64,2976,"US",212513.64,212513.64,196608,"successful"
"367286","Fat Spice Expansion: Bringing Flavor to Your Town.","Food","Food","USD","2012-12-23",50000,"2012-11-23 18:19:25",990,23,"US",990,990,50000,"failed"
"241917","Lethal Taco : A Mexican Toy Masterpiece","Sculpture","Art","CAD","2014-07-18",12500,"2014-06-03 22:31:34",15205,120,"CA",14011.27,14150.77,11633.32,"successful"
"356095","Bitchtwitch: The Taking of Vicki Presh","Theater","Theater","USD","2014-04-26",1600,"2014-03-31 02:46:08",2110,38,"US",2110,2110,1600,"successful"
"258897","Na‘auao - Life Organization Application","Apps","Technology","USD","2014-12-31",500,"2014-12-01 22:42:08",650,7,"US",650,650,500,"successful"
"312308","Muckgers: Rutgers campus media for a new generation","Journalism","Journalism","USD","2013-07-01",450,"2013-06-01 03:59:55",520,25,"US",520,520,450,"successful"
"65276","Reliable Bryan, the Bipolar Lion","Children's Books","Publishing","USD","2015-05-23",3000,"2015-04-23 17:39:53",25,1,"US",25,25,3000,"failed"
"109129","PAWCheck- Because you Care Enough to Make it Quick!","Gadgets","Technology","USD","2016-03-14",1000,"2016-01-29 23:03:38",220,14,"US",220,220,1000,"failed"
"266761","Novel Solipsist's Dream","Fiction","Publishing","USD","2011-08-13",50,"2011-08-11 20:39:29",162,26,"US",162,162,50,"successful"
"283961","Skinnings - a documentary short film","Documentary","Film & Video","EUR","2017-05-30",2800,"2017-05-08 00:47:22",3125,21,"DE",0,3505.33,3140.77,"successful"
"3357","Bring the Music In: the Summer Januaries 1st Original Album","Country & Folk","Music","USD","2013-10-04",3500,"2013-09-04 23:11:11",3709,43,"US",3709,3709,3500,"successful"
"187489","""Burn Out"" By AutoMuttProductions.com","Webseries","Film & Video","USD","2013-08-02",4500,"2013-07-11 22:57:30",1,1,"US",1,1,4500,"failed"
"303703","RowdyDowdy@ Fort Pryor","Performance Art","Art","USD","2016-04-21",1500,"2016-03-07 17:11:52",0,0,"US",0,0,1500,"failed"
"198741","Because I Said So Commemorative Book","Publishing","Publishing","USD","2013-10-26",9500,"2013-09-26 17:11:56",1990,49,"US",1990,1990,9500,"failed"
"29335","The preservation of personal photographic images","Photography","Photography","USD","2014-07-12",7610,"2014-05-28 09:14:59",0,0,"US",0,0,7610,"failed"
"348696","Greenmoxie's Field Guide to Green Living","Publishing","Publishing","CAD","2014-10-18",13924,"2014-09-03 22:21:16",3155,61,"CA",2898.09,2814.45,12421.05,"failed"
"301927","Scramble","Shorts","Film & Video","USD","2016-04-20",2000,"2016-03-21 18:39:12",3000,21,"US",3000,3000,2000,"successful"
"278473","Whelps to Wyrms","Tabletop Games","Games","CAD","2016-07-18",15000,"2016-06-24 16:57:29",76827,878,"CA",22399.26,58615.24,11444.27,"successful"
"327133","GFCandles","Candles","Crafts","USD","2015-09-15",750,"2015-08-21 23:30:32",0,0,"US",0,0,750,"failed"
"195242","The Grimm Forest","Tabletop Games","Games","USD","2017-04-15",35000,"2017-03-21 14:56:39",405145.04,7131,"US",145798.84,405145.04,35000,"successful"
"375191","New Solar Powered Coffee Roaster","Hardware","Technology","USD","2011-07-04",20000,"2011-05-05 16:57:58",3385.33,63,"US",3385.33,3385.33,20000,"failed"
"270910","League Of Studio's Five Months of Gaming","Webseries","Film & Video","USD","2012-05-11",4000,"2012-04-11 23:54:25",6205.46,210,"US",6205.46,6205.46,4000,"successful"
"375318","Burlington Waterworks: Banquet, Museum and Community Center","Events","Food","USD","2014-10-21",264698,"2014-08-23 16:20:24",5300,13,"US",5300,5300,264698,"failed"
"370115","Bang Bang Pie and Coffee Food Truck","Food","Food","USD","2011-06-23",3000,"2011-06-07 23:52:49",846,29,"US",846,846,3000,"failed"
"189896","BlackJack ""My Way"" Album Funding","Hip-Hop","Music","USD","2015-12-18",4000,"2015-11-18 18:15:17",0,0,"US",0,0,4000,"failed"
"363909","The Runner - an inspiring short film about hope and equality","Shorts","Film & Video","GBP","2016-05-09",10000,"2016-03-31 13:16:31",10056,84,"GB",14457.08,14489.29,14408.6,"successful"
"146420","Help us launch our national premiere at SXSWedu!","Documentary","Film & Video","USD","2013-03-06",2500,"2013-02-06 18:49:00",8122,6,"US",8122,8122,2500,"successful"
"25859","MOVING TOWARDS MEANING: Interpreting paintings through dance","Dance","Dance","USD","2011-11-07",1800,"2011-10-15 20:46:42",1990,20,"US",1990,1990,1800,"successful"
"52095","THE DRIVER","Narrative Film","Film & Video","USD","2010-04-01",10000,"2010-01-19 01:14:58",100,1,"US",100,100,10000,"failed"
"261767","ChipCodes","Sound","Technology","USD","2014-12-26",1500,"2014-11-16 01:02:43",504,15,"US",504,504,1500,"failed"
"322933","Inclusivi-tee: T-shirt Club with Lofty Goals","Textiles","Art","USD","2017-05-15",25000,"2017-04-15 19:54:57",25431,96,"US",3430,25431,25000,"successful"
"376884","Heaven Help Me Now (The 2nd EP!)","Pop","Music","USD","2012-04-25",2000,"2012-03-25 04:12:31",2310,46,"US",2310,2310,2000,"successful"
"39574","Revolving Concept looks to Expand","Food","Food","USD","2014-02-05",2000,"2014-01-21 23:54:59",1,1,"US",1,1,2000,"failed"
"221884","Nakid Imagination","Apparel","Fashion","USD","2016-01-26",3000,"2015-12-23 19:08:38",5644,87,"US",5644,5644,3000,"successful"
"138479","PeatAid15","Rock","Music","GBP","2015-10-28",23000,"2015-09-21 04:07:41",5,1,"GB",7.77,7.67,35281.48,"failed"
"142125","That Marketing Punk - Digital Marketing & Parenting Help","Web","Journalism","GBP","2017-06-05",2000,"2017-05-06 17:09:13",0,0,"GB",0,0,2550.5,"failed"
"238436","Fund Jeff Clay's new music company & get a gift in return!!!","Rock","Music","USD","2011-01-22",5000,"2010-12-23 23:57:46",5224,53,"US",5224,5224,5000,"successful"
"322626","A Nigerian Prince's Letter to Major Baseball League","Publishing","Publishing","USD","2011-09-01",1500,"2011-07-04 04:40:30",0,0,"US",0,0,1500,"failed"
"20077","Vijita's Sri Lanka","Documentary","Film & Video","GBP","2016-08-13",700,"2016-06-14 17:54:54",701,16,"GB",491.09,917.47,916.16,"successful"
"308631","The Grandfather Project ","Art","Art","USD","2010-07-10",1000,"2010-05-18 04:08:03",195,8,"US",195,195,1000,"failed"
"127509","Fun in the Murky Presents... Music it likes on vinyl!","Electronic Music","Music","CAD","2013-11-13",1500,"2013-10-14 21:09:10",1675.67,44,"CA",1618.71,1601.37,1433.49,"successful"
"318474","The Nun Race Through San Francisco Film Project","Public Art","Art","USD","2015-05-06",269,"2015-03-23 19:19:31",283,11,"US",283,283,269,"successful"
"331981","Changing Strategies in the War on Cancer","Documentary","Film & Video","USD","2017-09-01",20000,"2017-07-03 08:48:23",0,0,"US",0,0,20000,"failed"
"178842","Celadon Coffee Roasters","Small Batch","Food","USD","2014-12-09",4000,"2014-10-10 22:59:27",936,21,"US",936,936,4000,"failed"
"375543","An Odd Animal Alphabet!","Children's Books","Publishing","USD","2015-07-27",8500,"2015-06-27 00:03:26",9696,165,"US",9696,9696,8500,"successful"
"98375","X-Ti Multi-Tool Series - Titanium EDC Micro Tool","Product Design","Design","USD","2016-09-23",8000,"2016-08-23 19:00:15",8002.44,93,"US",422,8002.44,8000,"successful"
"22507","Hollywood Havoc - 28mm Zombie, Survivor & Monster Miniatures","Tabletop Games","Games","GBP","2016-04-03",2000,"2016-03-07 22:00:18",6745,144,"GB",9598.73,9493.85,2815.08,"successful"
"179570","Dead Unicorn - Pandemic LP","Rock","Music","USD","2013-05-02",3666,"2013-03-04 13:51:29",4356.77,112,"US",4356.77,4356.77,3666,"successful"
"279280","Close Your - Life one blink at a time","Video Games","Games","USD","2016-09-02",20000,"2016-08-02 18:54:53",35992.15,1515,"US",2114,35992.15,20000,"successful"
"203348","Cosmic Coffee!  We hope On being the first cat cafe in CO!","Drinks","Food","USD","2015-04-18",30000,"2015-02-27 05:12:45",107,3,"US",107,107,30000,"failed"
"124026","The Tenet","Shorts","Film & Video","USD","2015-01-29",6000,"2014-12-15 21:40:40",6335,41,"US",6335,6335,6000,"successful"
"211845","Lost in the Static","Shorts","Film & Video","USD","2017-04-04",2500,"2017-03-05 23:02:30",2501,9,"US",0,2501,2500,"successful"
"192401","The Misadventures of AWKWARD Black Girl","Webseries","Film & Video","USD","2011-08-11",30000,"2011-07-12 21:55:09",56259.12,1960,"US",56259.12,56259.12,30000,"successful"
"71072","The Borders of Winter","Indie Rock","Music","GBP","2015-01-08",1000,"2014-11-29 07:29:13",0,0,"GB",0,0,1514.69,"failed"
"341731","Relocating the Vagabond Kitchen","Restaurants","Food","USD","2015-10-04",20000,"2015-09-05 01:06:05",22085.2,190,"US",22085.2,22085.2,20000,"successful"
"204202","Northwoods Cooking by Jim","Small Batch","Food","USD","2014-10-18",5000,"2014-09-18 17:38:09",40,1,"US",40,40,5000,"failed"
"174979","[title of show] - an RSC Alumni production","Theater","Theater","USD","2012-08-21",500,"2012-07-24 17:34:56",910,28,"US",910,910,500,"successful"
"101863","'Don't Move' - the terrifying 8th short film from BloodyCuts","Shorts","Film & Video","GBP","2013-01-10",2500,"2012-12-11 14:57:49",3125,71,"GB",5013.44,5039.02,4031.22,"successful"
"325761","APPAROCYCS  WEARABLE MOTORCYCLES","Technology","Technology","USD","2015-03-28",1e+05,"2015-01-27 21:44:20",53,11,"US",53,53,1e+05,"failed"
"29742","Geek Diary - international game score and ranking software","Tabletop Games","Games","SEK","2015-07-25",10000,"2015-06-25 12:32:44",1220,12,"SE",148.08,141.4,1159.03,"failed"
"19519","American Service Dogs Magazine","Periodicals","Publishing","USD","2017-07-06",3200,"2017-06-06 14:04:41",60,2,"US",0,60,3200,"failed"
"166684","Al's Music Pattern Generator","Sound","Technology","USD","2015-06-25",2e+05,"2015-05-26 01:08:44",50,2,"US",50,50,2e+05,"failed"
"254626","Venture - the STAC Magazine","Print","Journalism","USD","2015-05-22",3000,"2015-04-22 14:58:00",340,7,"US",340,340,3000,"failed"
"129847","Leaving Independence","Documentary","Film & Video","USD","2012-11-23",55000,"2012-10-24 00:02:11",55486,125,"US",55486,55486,55000,"successful"
"373112","Fatal Choices","Nonfiction","Publishing","USD","2014-06-29",1250,"2014-05-31 03:23:38",1956,44,"US",1956,1956,1250,"successful"
"292053","Courtship in Crisis by Thomas Umstattd Jr.","Nonfiction","Publishing","USD","2015-01-16",10000,"2014-12-11 00:00:07",11020,212,"US",11020,11020,10000,"successful"
"70834","SocialBook aka The FACEBOOK BOOK","Publishing","Publishing","USD","2011-02-05",10000,"2011-01-01 09:43:12",1065,9,"US",1065,1065,10000,"failed"
"357782","Independent Album Release through SONY MUSIC!","Music","Music","USD","2014-02-23",375000,"2014-01-29 20:45:41",0,0,"US",0,0,375000,"failed"
"65401","Jay Ansill's Cheese Project","Country & Folk","Music","USD","2012-04-16",1200,"2012-03-17 17:37:41",1230,33,"US",1230,1230,1200,"successful"
"93967","The Hidden Light Tarot: An Earthy, Cosmic, Magical Deck","Mixed Media","Art","USD","2016-05-21",3600,"2016-04-21 22:40:06",5020,104,"US",5020,5020,3600,"successful"
"56853","Presti's Debut CD","Classical Music","Music","USD","2013-01-06",4500,"2012-12-07 19:51:18",12057,116,"US",12057,12057,4500,"successful"
"145545","Pinyinput for OS X","Software","Technology","AUD","2015-03-18",3000,"2015-02-16 10:20:13",1270,25,"AU",986.2,978.35,2311.07,"failed"
"371260","Unique handmade bags from recycled materials","Accessories","Fashion","GBP","2015-11-30",5000,"2015-10-31 15:27:18",211,3,"GB",323.26,319.45,7569.79,"failed"
"84123","Let's Play in North Korea","Civic Design","Design","USD","2014-10-24",15000,"2014-09-27 05:32:30",887,7,"US",887,887,15000,"failed"
"292106","Living My Dream bakery","Restaurants","Food","USD","2015-08-07",3000,"2015-07-08 23:00:59",0,0,"US",0,0,3000,"failed"
"204040","Green Stamps Playing Cards","Playing Cards","Games","USD","2017-07-26",6000,"2017-06-26 18:08:02",6490,265,"US",0,6490,6000,"successful"
"10597","MK3 : 5-in-1 Smart Outdoor Gadget","Gadgets","Technology","USD","2017-07-15",30000,"2017-05-29 03:10:51",49442,155,"US",7608,49442,30000,"successful"
"305060","The WildArt Mongolia Expedition","Painting","Art","USD","2012-07-15",5000,"2012-06-15 22:10:39",861,23,"US",861,861,5000,"failed"
"192083","Help COLOSSUS press their new record!","Rock","Music","USD","2012-06-23",1500,"2012-05-24 22:04:48",1556,56,"US",1556,1556,1500,"successful"
"291703","Sweet Escapes","Small Batch","Food","USD","2016-12-06",8000,"2016-11-06 17:37:20",119,2,"US",0,119,8000,"failed"
"76365","Richard Kolb: Lute Music of Robert Ballard","Classical Music","Music","USD","2017-10-11",4000,"2017-09-11 19:04:49",4230,82,"US",45,4230,4000,"successful"
"337967","Pharaohs Guard","Fiction","Publishing","USD","2014-09-18",2000,"2014-08-19 07:30:11",450,13,"US",450,450,2000,"failed"
"339680","EXIT 127 - Premium Denim Thermal Jeans","Apparel","Fashion","USD","2015-04-18",17000,"2015-02-17 03:02:55",167,2,"US",167,167,17000,"failed"
"104214","The James Dean Papercut Project","Mixed Media","Art","USD","2013-06-25",750,"2013-05-18 01:35:35",1664,4,"US",1664,1664,750,"successful"
"233302","The Marshall Project reports on Life Inside","Web","Journalism","USD","2016-07-22",20000,"2016-06-20 12:56:37",40368.45,550,"US",24519.45,40368.45,20000,"successful"
"65030","The Lucid Dreamer","Electronic Music","Music","NOK","2015-11-24",7000,"2015-10-25 09:25:15",600,5,"NO",71.64,69.09,806.01,"failed"
"122841","CadaTV - The First Dedicated Latino Video Streaming Service","Hardware","Technology","USD","2017-11-25",10000,"2017-10-26 03:52:34",99,1,"US",297,99,10000,"failed"
"296612","Project Bako Youth (Pre-Production)","Documentary","Film & Video","USD","2011-07-29",699,"2011-06-29 21:08:46",95,4,"US",95,95,699,"failed"
"57290","Shay & Ivy Children's Book","Children's Books","Publishing","USD","2015-04-06",8000,"2015-03-01 15:38:45",21195,493,"US",21195,21195,8000,"successful"
"370892","E3 Mural Project","Art","Art","USD","2013-08-24",1500,"2013-07-20 04:36:56",1965,44,"US",1965,1965,1500,"successful"
"367262","The 2016 Children's Anthology Project","Children's Books","Publishing","USD","2016-01-02",500,"2015-12-03 20:06:10",508,8,"US",508,508,500,"successful"
"361963","Stand Up & Come Together with The Relentless Foundation & New York Entrepreneur Week","Hardware","Technology","USD","2010-03-16",25000,"2010-01-24 18:13:48",725,5,"US",725,725,25000,"failed"
"169493","Dying in Indian Country","Nonfiction","Publishing","USD","2015-01-29",8200,"2014-12-30 23:20:14",1528,27,"US",1528,1528,8200,"failed"
"148815","Yin Yang Gang : Join the gang!","Comic Books","Comics","USD","2015-07-07",1500,"2015-05-08 22:59:27",1727,48,"US",1727,1727,1500,"successful"
"302565","New interactive artwork for Harbourview Sculpture Trail","Sculpture","Art","NZD","2014-02-22",3230,"2014-01-23 21:20:18",3269.14,28,"NZ",2721.12,2753.42,2720.46,"successful"
"19606","Promised Garden Publishing Project","Young Adult","Publishing","USD","2014-07-22",8000,"2014-06-22 00:25:49",0,0,"US",0,0,8000,"failed"
"346437","M.A.D. a Web Series","Drama","Film & Video","USD","2017-04-15",2000,"2017-03-06 01:30:04",6,2,"US",0,6,2000,"failed"
"148018","Darklands: Mighty Monsters","Tabletop Games","Games","GBP","2016-05-10",10000,"2016-04-22 10:56:09",39721,231,"GB",56928.33,57232.4,14408.6,"successful"
"299499","ACE 1 Smoke-Free Stove | Using Solar Power to Gasify Fuel","Gadgets","Technology","EUR","2014-10-19",50000,"2014-09-02 10:26:20",24991.55,201,"NL",32796.71,31636.88,63295.15,"failed"
"154728","Catarina's Collection II Enamel Pins","Crafts","Crafts","USD","2017-03-17",700,"2017-02-14 19:00:33",8508.77,260,"US",2172.77,8508.77,700,"successful"
"158803","The Clearances Project","Nonfiction","Publishing","USD","2011-08-07",2000,"2011-07-08 05:33:04",40,3,"US",40,40,2000,"failed"
"203708","Sincerely, Your Muslim Neighbor","Poetry","Publishing","USD","2017-03-15",2200,"2017-02-15 17:47:45",2559,44,"US",0,2559,2200,"successful"
"279551","Pudge Fat Dog Comic Book","Webcomics","Comics","USD","2016-05-17",5000,"2016-04-17 02:43:16",5720,101,"US",5720,5720,5000,"successful"
"354042","To Raze The Walls I've Constructed: A Photo Installation","Fine Art","Photography","USD","2015-05-31",5000,"2015-05-01 22:00:26",5178,40,"US",5178,5178,5000,"successful"
"99618","Homeless Cop","Animation","Film & Video","USD","2011-09-22",30000,"2011-07-24 02:05:37",6596,92,"US",6596,6596,30000,"failed"
"91193","Real Paranormal Journals , a scientific approach to answers","Journalism","Journalism","USD","2015-04-08",5000,"2015-03-09 20:49:21",1,1,"US",1,1,5000,"failed"
"336369","Road to the 2014 World Shoot","Documentary","Film & Video","USD","2013-01-29",3e+05,"2012-11-30 19:57:49",0,0,"US",0,0,3e+05,"failed"
"356110","Let's finish The Black Marks debut album and video","Music","Music","USD","2011-06-10",2000,"2011-05-11 20:07:52",2356,55,"US",2356,2356,2000,"successful"
"83355","The Cookie Experience","Food","Food","USD","2014-09-15",5000,"2014-08-15 06:01:40",5063,49,"US",5063,5063,5000,"successful"
"112512","Discovering DC","Photography","Photography","USD","2014-08-10",3500,"2014-07-11 23:51:29",13,4,"US",13,13,3500,"failed"
"257172","Ska Skank Redemption Recording Project","Music","Music","USD","2016-12-16",1000,"2016-11-22 02:49:17",1300,38,"US",160,1300,1000,"successful"
"268167","100 Days of Summer","Film & Video","Film & Video","CAD","2015-06-16",1000,"2015-05-29 22:22:36",0,0,"CA",0,0,814.93,"failed"
"244170","Gaming Paradise","Video Games","Games","USD","2016-04-10",45000,"2016-03-11 13:03:28",3,1,"US",3,3,45000,"failed"
"204452","The Pencil Guy: A stop motion animated short film.","Animation","Film & Video","USD","2011-06-08",30000,"2011-05-09 03:36:40",705,10,"US",705,705,30000,"failed"
"168594","NEAR DEATH performance art experience","Performance Art","Art","USD","2013-01-05",3000,"2012-11-16 20:22:35",3022,89,"US",3022,3022,3000,"successful"
"15911","ICECUBES The Book!","Comics","Comics","USD","2012-03-01",3600,"2012-02-01 04:39:51",3740,58,"US",3740,3740,3600,"successful"
"276833","iHomeRegistry - Create Your Perfect Space!","Interactive Design","Design","USD","2016-10-13",50000,"2016-09-13 19:14:23",0,0,"US",0,0,50000,"failed"
"197798","The Well presents ""Henry V""","Theater","Theater","USD","2011-04-06",4000,"2011-03-06 17:06:46",4386,74,"US",4386,4386,4000,"successful"
"8140","Shattered - Tale of the Forgotten King","Video Games","Games","EUR","2016-12-06",80000,"2016-11-01 14:48:19",110670.7,1929,"FR",3103.07,116857.12,84471.94,"successful"
"147503","TWELVE","Illustration","Art","GBP","2017-08-05",500,"2017-07-24 20:56:29",836,34,"GB",435.37,1085.07,648.96,"successful"
"114867","""Never Smell Another Person's Finger"" - Book for Boys","Children's Books","Publishing","USD","2013-07-27",900,"2013-05-28 23:21:19",41,3,"US",41,41,900,"failed"
"42239","Learn the Presidents (in order)","Shorts","Film & Video","USD","2013-07-27",1300,"2013-06-27 20:15:00",312,11,"US",312,312,1300,"failed"
"76531","The Incognito Cat","Publishing","Publishing","USD","2016-10-31",5500,"2016-09-23 07:04:03",1410,35,"US",747,1410,5500,"failed"
"171771","SYWOS ONE Innovative Fitness, Weighttraining Without Weights","Product Design","Design","EUR","2017-09-22",25000,"2017-08-15 15:43:47",54025,397,"DE",3743.17,64619.34,29902.52,"successful"
"120176","Hidromiel Mjølner","Crafts","Crafts","EUR","2016-02-09",3300,"2015-12-11 09:28:34",1,1,"ES",1.1,1.13,3720.74,"failed"
"260024","Elias and the Error - ""Lucky"" Deluxe Album Pre-Order!!!!","Electronic Music","Music","USD","2012-04-10",500,"2012-03-10 01:40:30",615.33,20,"US",615.33,615.33,500,"successful"
"375448","THINK OF THE CHILDREN: hand made, horror comic","Comics","Comics","USD","2011-06-06",3500,"2011-04-22 21:03:20",3560,40,"US",3560,3560,3500,"successful"
"92619","Over The Ropes","Documentary","Film & Video","USD","2015-03-22",60000,"2015-02-20 17:54:30",75,3,"US",75,75,60000,"failed"
"297516","Valk Unit Zero - 2D Action RPG","Video Games","Games","USD","2016-03-04",24000,"2016-02-02 17:01:37",3879,116,"US",3879,3879,24000,"failed"
"36152","The Sonic Boom Gyroscope: High precision toy!","Product Design","Design","CAD","2015-05-22",19000,"2015-04-17 01:31:28",21287,245,"CA",17031.75,17448.36,15573.77,"successful"
"120794","True Truckers Lifestyle Brand","Fashion","Fashion","USD","2014-09-12",325000,"2014-08-13 17:09:32",0,0,"US",0,0,325000,"failed"
"137481","SALT WATER SYMPHONIES by Summer Grace Watson","Music","Music","USD","2016-01-01",15000,"2015-12-02 00:04:46",16569,121,"US",16569,16569,15000,"successful"
